,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
IMPA2,0,1.481756272,1,0.286,0,Macrophage,IMPA2
ARHGAP10,0,1.475259137,0.989,0.613,0,Macrophage,ARHGAP10
DCDC2,0,1.475087479,0.988,0.344,0,Macrophage,DCDC2
MYO10,0,1.462027169,0.981,0.313,0,Macrophage,MYO10
TOPORS,0,1.458913808,0.968,0.375,0,Macrophage,TOPORS
SPAG5,0,1.458153687,0.995,0.421,0,Macrophage,SPAG5
SPI1,0,1.456423985,1,0.259,0,Macrophage,SPI1
NFKBIB,0,1.453485017,0.931,0.33,0,Macrophage,NFKBIB
CXCL16,0,1.45266074,1,0.282,0,Macrophage,CXCL16
CD24,0,1.447509491,1,0.379,0,Macrophage,CD24
HBEGF,0,1.44192543,1,0.256,0,Macrophage,HBEGF
ZNF677,0,1.438506378,0.993,0.357,0,Macrophage,ZNF677
POU3F3,0,1.427475254,0.964,0.343,0,Macrophage,POU3F3
UACA,0,1.416236763,0.97,0.367,0,Macrophage,UACA
EZH2,0,1.410779566,0.995,0.431,0,Macrophage,EZH2
KIR2DL4,0,1.4003052,0.998,0.456,0,Macrophage,KIR2DL4
STX3,0,1.397235222,1,0.26,0,Macrophage,STX3
RYR1,0,1.383742647,0.999,0.434,0,Macrophage,RYR1
ICOSLG,0,1.382345263,0.998,0.232,0,Macrophage,ICOSLG
MLLT3,0,1.360788402,0.991,0.281,0,Macrophage,MLLT3
ZNF592,0,1.359129966,1,0.315,0,Macrophage,ZNF592
NONO,0,1.347057197,0.994,0.391,0,Macrophage,NONO
PRKAG1,0,1.338436894,0.974,0.446,0,Macrophage,PRKAG1
E2F1,0,1.335137108,0.991,0.46,0,Macrophage,E2F1
CBX4,0,1.335073511,0.749,0.507,0,Macrophage,CBX4
CYBB,0,1.300169356,1,0.251,0,Macrophage,CYBB
RAB31,0,1.293397981,0.999,0.256,0,Macrophage,RAB31
IL1RL1,0,1.284301915,0.981,0.374,0,Macrophage,IL1RL1
CCNA2,0,1.283787905,0.99,0.463,0,Macrophage,CCNA2
SFMBT1,0,1.2770416,0.983,0.719,0,Macrophage,SFMBT1
RTN4R,0,1.275490684,0.985,0.452,0,Macrophage,RTN4R
IGSF6,0,1.268808465,1,0.256,0,Macrophage,IGSF6
NTM,0,1.251844248,1,0.258,0,Macrophage,NTM
ATP6V1B2,0,1.242091427,1,0.258,0,Macrophage,ATP6V1B2
EPHB6,0,1.222562872,0.995,0.397,0,Macrophage,EPHB6
TNFRSF10D,0,1.221440011,0.952,0.354,0,Macrophage,TNFRSF10D
PILRA,0,1.221388379,1,0.255,0,Macrophage,PILRA
MT1H,0,1.217648823,0.974,0.407,0,Macrophage,MT1H
DDIT3,0,1.21413829,0.94,0.368,0,Macrophage,DDIT3
EMX2,0,1.213147336,0.993,0.364,0,Macrophage,EMX2
CARF,0,1.206814416,0.97,0.378,0,Macrophage,CARF
BCKDK,0,1.201855515,0.998,0.276,0,Macrophage,BCKDK
HCAR2,0,1.194531123,1,0.252,0,Macrophage,HCAR2
ZNF562,0,1.186048391,0.996,0.37,0,Macrophage,ZNF562
AZI2,0,1.184417418,1,0.259,0,Macrophage,AZI2
FKBP8,0,1.175989541,0.974,0.48,0,Macrophage,FKBP8
PLK2,0,1.174807903,0.925,0.426,0,Macrophage,PLK2
SDCBP,0,1.148854209,1,0.314,0,Macrophage,SDCBP
UAP11,0,1.114185489,0.899,0.447,0,Macrophage,UAP1
SSRP1,0,1.107938059,0.995,0.43,0,Macrophage,SSRP1
RRBP11,0,1.105495955,0.998,0.441,0,Macrophage,RRBP1
MAFB,0,1.103123245,1,0.251,0,Macrophage,MAFB
LRPPRC,0,1.10213539,0.984,0.403,0,Macrophage,LRPPRC
FXYD2,0,1.094674964,1,0.399,0,Macrophage,FXYD2
TCEA3,0,1.076100463,0.995,0.31,0,Macrophage,TCEA3
MARCKS,0,1.071642654,1,0.255,0,Macrophage,MARCKS
CLDN4,0,1.058601896,0.992,0.343,0,Macrophage,CLDN4
SYT11,0,1.053621091,0.996,0.388,0,Macrophage,SYT11
RHOA,0,1.042015193,0.999,0.357,0,Macrophage,RHOA
TRIM22,0,1.041413451,0.946,0.336,0,Macrophage,TRIM22
RLF,0,1.024613623,0.96,0.496,0,Macrophage,RLF
IRAK2,0,1.012018603,0.989,0.254,0,Macrophage,IRAK2
RASD1,1.57E-235,1.001155862,0.733,0.551,2.23E-232,Macrophage,RASD1
PAK1,0,5.113348013,0.97,0.362,0,Monocyte 1,PAK1
CHRNE,0,4.569557956,0.973,0.338,0,Monocyte 1,CHRNE
GPR157,0,4.281441242,0.945,0.472,0,Monocyte 1,GPR157
FCER1A,0,4.276761826,0.917,0.514,0,Monocyte 1,FCER1A
FCGR2B,0,3.774242844,0.98,0.289,0,Monocyte 1,FCGR2B
ZNF710,0,3.578336888,0.983,0.39,0,Monocyte 1,ZNF710
ETV6,0,3.432814137,0.969,0.369,0,Monocyte 1,ETV6
IL13RA1,0,3.359696252,0.997,0.235,0,Monocyte 1,IL13RA1
HAS1,0,3.252772456,0.911,0.495,0,Monocyte 1,HAS1
AFF3,0,3.200391992,0.785,0.582,0,Monocyte 1,AFF3
ZBTB46,0,3.172402626,0.934,0.499,0,Monocyte 1,ZBTB46
GPR160,0,3.120238249,0.991,0.296,0,Monocyte 1,GPR160
MALT1,0,3.072877572,0.927,0.429,0,Monocyte 1,MALT1
ICOSLG1,0,2.928229305,0.977,0.25,0,Monocyte 1,ICOSLG
CXCL161,0,2.883186721,0.996,0.298,0,Monocyte 1,CXCL16
BCL11A,0,2.879932242,0.944,0.388,0,Monocyte 1,BCL11A
HDAC6,0,2.871139719,0.994,0.281,0,Monocyte 1,HDAC6
ZNF5921,0,2.82298034,0.998,0.33,0,Monocyte 1,ZNF592
RGS101,0,2.812892852,0.997,0.289,0,Monocyte 1,RGS10
AXL1,0,2.770522399,0.978,0.266,0,Monocyte 1,AXL
AKAP12,0,2.756851239,0.835,0.547,0,Monocyte 1,AKAP12
AGPAT11,0,2.665390476,0.996,0.294,0,Monocyte 1,AGPAT1
MLLT31,0,2.65608425,0.997,0.296,0,Monocyte 1,MLLT3
ST141,0,2.610118,0.991,0.187,0,Monocyte 1,ST14
SYK1,0,2.606682694,0.994,0.28,0,Monocyte 1,SYK
TCEAL11,0,2.583400046,0.948,0.309,0,Monocyte 1,TCEAL1
SH3GL1,0,2.569277704,0.913,0.449,0,Monocyte 1,SH3GL1
SNCA1,0,2.55863719,0.993,0.247,0,Monocyte 1,SNCA
CTSH1,0,2.536727394,0.998,0.268,0,Monocyte 1,CTSH
ZCWPW11,0,2.41381517,0.993,0.291,0,Monocyte 1,ZCWPW1
GSN1,0,2.324929807,0.998,0.29,0,Monocyte 1,GSN
PBX2,0,2.296210011,0.98,0.357,0,Monocyte 1,PBX2
BCL7A,0,2.279211472,0.832,0.518,0,Monocyte 1,BCL7A
TRIM221,0,2.278056376,0.957,0.348,0,Monocyte 1,TRIM22
RAB321,0,2.274254611,0.998,0.288,0,Monocyte 1,RAB32
CD741,0,2.272325575,0.999,0.369,0,Monocyte 1,CD74
TMEM971,0,2.268821426,0.993,0.284,0,Monocyte 1,TMEM97
NECTIN21,0,2.253114157,0.995,0.283,0,Monocyte 1,NECTIN2
TRIM161,0,2.248676547,0.997,0.278,0,Monocyte 1,TRIM16
KAT2A1,0,2.204093775,0.997,0.317,0,Monocyte 1,KAT2A
CIITA1,0,2.172191874,0.988,0.275,0,Monocyte 1,CIITA
FGD2,0,2.158354772,0.983,0.355,0,Monocyte 1,FGD2
NCS1,0,2.12244632,0.776,0.478,0,Monocyte 1,NCS1
MNT1,0,2.121124239,0.993,0.293,0,Monocyte 1,MNT
GNG7,0,2.071241895,0.844,0.599,0,Monocyte 1,GNG7
SLC35B21,0,2.065131248,1,0.308,0,Monocyte 1,SLC35B2
TNNI2,0,2.06269567,0.984,0.276,0,Monocyte 1,TNNI2
ZNF1001,0,2.056197464,0.996,0.296,0,Monocyte 1,ZNF100
MYCL,0,2.047029885,0.965,0.317,0,Monocyte 1,MYCL
TRIP101,0,2.028891636,0.997,0.263,0,Monocyte 1,TRIP10
TBC1D171,0,2.009768549,0.996,0.285,0,Monocyte 1,TBC1D17
ZNF6911,0,1.987653002,0.977,0.273,0,Monocyte 1,ZNF691
HBEGF1,0,1.933699761,0.994,0.272,0,Monocyte 1,HBEGF
ZMYND151,0,1.927692558,0.994,0.263,0,Monocyte 1,ZMYND15
PRMT61,0,1.892680648,0.997,0.299,0,Monocyte 1,PRMT6
CARF1,0,1.891909003,0.96,0.391,0,Monocyte 1,CARF
ZNF765,0,1.885246658,0.984,0.275,0,Monocyte 1,ZNF765
ALCAM1,0,1.883694867,0.991,0.19,0,Monocyte 1,ALCAM
PPT11,0,1.88171529,0.999,0.3,0,Monocyte 1,PPT1
LY861,0,1.830574065,0.999,0.267,0,Monocyte 1,LY86
PRMT1,0,1.824975845,0.951,0.343,0,Monocyte 1,PRMT1
CD401,0,1.782559933,0.996,0.274,0,Monocyte 1,CD40
PPARD1,0,1.77092067,0.967,0.252,0,Monocyte 1,PPARD
ZNF4281,0,1.762009109,0.973,0.356,0,Monocyte 1,ZNF428
CTNND11,0,1.752022723,0.993,0.235,0,Monocyte 1,CTNND1
ZNF1891,0,1.733834156,0.997,0.304,0,Monocyte 1,ZNF189
CSNK2B1,0,1.700255165,0.99,0.439,0,Monocyte 1,CSNK2B
TSPAN33,0,1.694383086,0.861,0.56,0,Monocyte 1,TSPAN33
KRT191,0,1.692053989,0.988,0.281,0,Monocyte 1,KRT19
RGS18,0,1.671401098,0.987,0.276,0,Monocyte 1,RGS18
CCDC88A,0,1.649503863,0.984,0.321,0,Monocyte 1,CCDC88A
MS4A6A1,0,1.64184619,0.999,0.268,0,Monocyte 1,MS4A6A
PTPN1,0,1.635516707,0.985,0.242,0,Monocyte 1,PTPN1
YWHAH1,0,1.632067103,0.97,0.303,0,Monocyte 1,YWHAH
RAB7B,0,1.610787886,0.991,0.254,0,Monocyte 1,RAB7B
SORT11,0,1.60709984,0.996,0.287,0,Monocyte 1,SORT1
KCNMB11,0,1.577748696,0.991,0.204,0,Monocyte 1,KCNMB1
GPR132,0,1.574895005,0.936,0.286,0,Monocyte 1,GPR132
RASGRP3,0,1.533061998,0.995,0.256,0,Monocyte 1,RASGRP3
CHN2,0,1.487010895,0.816,0.607,0,Monocyte 1,CHN2
SIRT51,0,1.45403861,0.987,0.332,0,Monocyte 1,SIRT5
AP3S1,0,1.437555834,0.997,0.395,0,Monocyte 1,AP3S1
LZTR11,0,1.415385249,0.997,0.351,0,Monocyte 1,LZTR1
NUP621,0,1.401071863,0.888,0.563,0,Monocyte 1,NUP62
ZRSR21,0,1.397393557,0.993,0.277,0,Monocyte 1,ZRSR2
CRTC3,0,1.367533536,0.97,0.463,0,Monocyte 1,CRTC3
LRPPRC1,0,1.338410561,0.995,0.414,0,Monocyte 1,LRPPRC
RAB311,0,1.305844977,0.996,0.272,0,Monocyte 1,RAB31
MINK11,0,1.304603365,0.967,0.257,0,Monocyte 1,MINK1
STX31,0,1.293009554,0.997,0.276,0,Monocyte 1,STX3
RAC11,0,1.281508526,0.999,0.288,0,Monocyte 1,RAC1
RAB9A,0,1.280513489,0.991,0.375,0,Monocyte 1,RAB9A
MGST21,0,1.253780111,0.997,0.262,0,Monocyte 1,MGST2
ZNF518A,0,1.245718997,0.871,0.511,0,Monocyte 1,ZNF518A
RAB38,0,1.230345377,0.952,0.425,0,Monocyte 1,RAB38
AIDA1,0,1.213227793,0.827,0.599,0,Monocyte 1,AIDA
PLSCR1,0,1.206431416,0.994,0.271,0,Monocyte 1,PLSCR1
RAB11A1,0,1.201550148,0.996,0.318,0,Monocyte 1,RAB11A
LMCD11,0,1.197934166,0.99,0.283,0,Monocyte 1,LMCD1
CCND11,0,1.183188682,0.987,0.207,0,Monocyte 1,CCND1
TLR11,0,1.174485514,0.973,0.239,0,Monocyte 1,TLR1
FCGR2A1,0,1.169061785,0.997,0.284,0,Monocyte 1,FCGR2A
ARL5A1,0,1.169054005,0.947,0.4,0,Monocyte 1,ARL5A
CCR51,0,1.167622542,0.997,0.347,0,Monocyte 1,CCR5
TGIF2,0,1.167141243,0.942,0.288,0,Monocyte 1,TGIF2
NONO1,0,1.157215258,0.993,0.404,0,Monocyte 1,NONO
MYO101,0,1.126799959,0.96,0.329,0,Monocyte 1,MYO10
BHLHE411,0,1.124805883,0.986,0.173,0,Monocyte 1,BHLHE41
GNAI2,0,1.099434806,0.997,0.3,0,Monocyte 1,GNAI2
SMURF21,0,1.093800257,0.94,0.266,0,Monocyte 1,SMURF2
PHB2,0,1.088993282,0.865,0.437,0,Monocyte 1,PHB2
FXYD61,0,1.080972207,0.999,0.398,0,Monocyte 1,FXYD6
GRN1,0,1.070827219,0.999,0.278,0,Monocyte 1,GRN
CD831,0,1.057251616,0.988,0.326,0,Monocyte 1,CD83
ELK3,0,1.055842852,0.965,0.362,0,Monocyte 1,ELK3
ACKR31,0,1.037704708,0.962,0.22,0,Monocyte 1,ACKR3
ZNF2111,0,1.027516761,0.995,0.366,0,Monocyte 1,ZNF211
AFF11,0,1.006230752,0.96,0.237,0,Monocyte 1,AFF1
SLC8A11,0,1.005057502,0.994,0.278,0,Monocyte 1,SLC8A1
BCAR3,9.84254409942404e-315,1.704863585,0.8,0.637,1.39665700770827e-311,Monocyte 1,BCAR3
ASAP1,0.00E+00,2.347570566,0.813,0.393,2.21E-305,Monocyte 1,ASAP1
EHF,1.64E-298,1.808260042,0.78,0.573,2.33E-295,Monocyte 1,EHF
CPNE3,4.35E-283,1.421134901,0.202,0.578,6.18E-280,Monocyte 1,CPNE3
RCC2,3.02E-242,1.581430148,0.781,0.667,4.28E-239,Monocyte 1,RCC2
SPIB1,1.89E-193,1.38094314,0.705,0.616,2.68E-190,Monocyte 1,SPIB
RALA1,6.89E-134,1.245154796,0.676,0.616,9.78E-131,Monocyte 1,RALA
DNASE1L3,3.06E-97,3.65683341,0.192,0.579,4.34E-94,Monocyte 1,DNASE1L3
TACSTD2,9.46E-40,1.844904528,0.347,0.598,1.34E-36,Monocyte 1,TACSTD2
PLCD1,3.42E-34,1.161913242,0.541,0.494,4.85E-31,Monocyte 1,PLCD1
TMEM50B,2.58E-31,2.091200053,0.53,0.48,3.66E-28,Monocyte 1,TMEM50B
CADM1,7.08E-08,1.373814147,0.376,0.441,0.000100481,Monocyte 1,CADM1
S1PR3,0,6.069850202,0.997,0.345,0,Monocyte 2,S1PR3
ZNF697,0,5.193411273,1,0.264,0,Monocyte 2,ZNF697
TAF13,0,5.163650883,1,0.227,0,Monocyte 2,TAF13
HOXA5,0,5.109795721,1,0.268,0,Monocyte 2,HOXA5
EAF1,0,5.081073628,1,0.24,0,Monocyte 2,EAF1
MCTP1,0,4.877942182,1,0.276,0,Monocyte 2,MCTP1
PLXNC1,0,4.845072813,1,0.25,0,Monocyte 2,PLXNC1
PLD1,0,4.823469803,1,0.258,0,Monocyte 2,PLD1
RIT1,0,4.775249835,1,0.25,0,Monocyte 2,RIT1
PADI4,0,4.691946717,1,0.279,0,Monocyte 2,PADI4
ADORA2B,0,4.633943891,1,0.283,0,Monocyte 2,ADORA2B
SMARCD3,0,4.469636804,1,0.213,0,Monocyte 2,SMARCD3
GJB2,0,4.416310484,1,0.239,0,Monocyte 2,GJB2
CD36,0,4.403216766,1,0.264,0,Monocyte 2,CD36
MSC,0,4.393691248,1,0.267,0,Monocyte 2,MSC
ITGA5,0,4.366189655,1,0.244,0,Monocyte 2,ITGA5
ZFR,0,4.347811963,1,0.251,0,Monocyte 2,ZFR
MDM4,0,4.321977968,1,0.325,0,Monocyte 2,MDM4
ECE1,0,4.25283015,1,0.209,0,Monocyte 2,ECE1
TFDP1,0,4.241680921,1,0.262,0,Monocyte 2,TFDP1
LPXN,0,4.200083415,0.997,0.197,0,Monocyte 2,LPXN
APP,0,4.162551165,1,0.271,0,Monocyte 2,APP
ITGB8,0,4.139806449,1,0.261,0,Monocyte 2,ITGB8
STRN3,0,4.128510489,1,0.266,0,Monocyte 2,STRN3
SERPINB2,0,4.122381877,1,0.267,0,Monocyte 2,SERPINB2
NRGN,0,4.114974781,1,0.2,0,Monocyte 2,NRGN
ZFYVE16,0,4.110828743,1,0.264,0,Monocyte 2,ZFYVE16
HIVEP2,0,4.104603342,1,0.225,0,Monocyte 2,HIVEP2
IL6R,0,4.096983609,1,0.264,0,Monocyte 2,IL6R
MAP3K20,0,4.067954917,1,0.262,0,Monocyte 2,MAP3K20
F3,0,4.019327197,1,0.27,0,Monocyte 2,F3
ERBIN,0,3.970172479,1,0.248,0,Monocyte 2,ERBIN
TFCP2,0,3.950363369,0.938,0.279,0,Monocyte 2,TFCP2
ANTXR2,0,3.939948236,1,0.175,0,Monocyte 2,ANTXR2
BLOC1S2,0,3.930185841,0.997,0.274,0,Monocyte 2,BLOC1S2
FOXK2,0,3.913770574,0.997,0.245,0,Monocyte 2,FOXK2
SLC7A11,0,3.904149237,0.999,0.352,0,Monocyte 2,SLC7A11
ATP2B1,0,3.900895472,1,0.246,0,Monocyte 2,ATP2B1
AGFG1,0,3.884719261,1,0.263,0,Monocyte 2,AGFG1
SERTAD2,0,3.83861428,1,0.261,0,Monocyte 2,SERTAD2
HCFC1,0,3.823928818,1,0.273,0,Monocyte 2,HCFC1
THBS1,0,3.791519965,1,0.263,0,Monocyte 2,THBS1
XRN2,0,3.76452515,1,0.266,0,Monocyte 2,XRN2
DUSP6,0,3.733132784,1,0.263,0,Monocyte 2,DUSP6
SPG21,0,3.722088037,0.999,0.248,0,Monocyte 2,SPG21
GAS7,0,3.717064873,1,0.359,0,Monocyte 2,GAS7
ZNF668,0,3.689110477,0.999,0.24,0,Monocyte 2,ZNF668
CLEC4A,0,3.651351091,1,0.265,0,Monocyte 2,CLEC4A
AQP9,0,3.628776993,1,0.261,0,Monocyte 2,AQP9
CCR1,0,3.611636125,1,0.267,0,Monocyte 2,CCR1
FLT1,0,3.600308824,1,0.281,0,Monocyte 2,FLT1
PLPP3,0,3.580116423,1,0.249,0,Monocyte 2,PLPP3
LTB4R,0,3.544462477,0.936,0.28,0,Monocyte 2,LTB4R
KCNN4,0,3.53481734,0.998,0.241,0,Monocyte 2,KCNN4
APLP2,0,3.529233786,1,0.266,0,Monocyte 2,APLP2
LIF,0,3.521010225,1,0.267,0,Monocyte 2,LIF
PLEC,0,3.50015587,1,0.274,0,Monocyte 2,PLEC
HTATIP2,0,3.495523698,1,0.255,0,Monocyte 2,HTATIP2
TNFRSF1A,0,3.4875328,1,0.267,0,Monocyte 2,TNFRSF1A
NAMPT,0,3.459689532,1,0.263,0,Monocyte 2,NAMPT
CD93,0,3.44586658,1,0.267,0,Monocyte 2,CD93
PRDM8,0,3.438735171,1,0.263,0,Monocyte 2,PRDM8
ZBTB43,0,3.421877576,1,0.157,0,Monocyte 2,ZBTB43
CREB5,0,3.420957139,1,0.269,0,Monocyte 2,CREB5
TREM1,0,3.410786115,1,0.26,0,Monocyte 2,TREM1
NOTCH2,0,3.400746383,1,0.151,0,Monocyte 2,NOTCH2
ETS2,0,3.400220843,1,0.268,0,Monocyte 2,ETS2
MPP7,0,3.381264201,0.995,0.215,0,Monocyte 2,MPP7
EREG,0,3.378595507,1,0.262,0,Monocyte 2,EREG
HLX,0,3.366184913,1,0.267,0,Monocyte 2,HLX
FCAR,0,3.352868077,1,0.267,0,Monocyte 2,FCAR
BASP1,0,3.33252794,1,0.258,0,Monocyte 2,BASP1
RASSF3,0,3.329322066,1,0.261,0,Monocyte 2,RASSF3
FPR1,0,3.322495971,1,0.267,0,Monocyte 2,FPR1
IFNB1,0,3.294225477,1,0.188,0,Monocyte 2,IFNB1
ACSL1,0,3.283271339,1,0.266,0,Monocyte 2,ACSL1
TLR2,0,3.258445392,1,0.267,0,Monocyte 2,TLR2
PTPRE,0,3.251369108,1,0.277,0,Monocyte 2,PTPRE
VNN2,0,3.203908177,1,0.264,0,Monocyte 2,VNN2
TNFAIP6,0,3.19352121,1,0.259,0,Monocyte 2,TNFAIP6
MTF1,0,3.175911041,1,0.222,0,Monocyte 2,MTF1
CLEC4E,0,3.147524387,1,0.267,0,Monocyte 2,CLEC4E
RB1CC1,0,3.14026855,0.99,0.591,0,Monocyte 2,RB1CC1
CD300E,0,3.124527297,1,0.265,0,Monocyte 2,CD300E
CLEC4D,0,3.055253463,1,0.265,0,Monocyte 2,CLEC4D
ITGAX,0,3.050621574,1,0.269,0,Monocyte 2,ITGAX
CD80,0,3.034931822,0.997,0.265,0,Monocyte 2,CD80
ITGAM,0,3.008475604,1,0.284,0,Monocyte 2,ITGAM
IL1RN,0,2.949898449,1,0.269,0,Monocyte 2,IL1RN
PLAUR,0,2.943043622,1,0.267,0,Monocyte 2,PLAUR
RHOQ,0,2.935468979,1,0.294,0,Monocyte 2,RHOQ
MNDA,0,2.917634976,1,0.268,0,Monocyte 2,MNDA
IFNGR2,0,2.900097702,1,0.27,0,Monocyte 2,IFNGR2
MARCO,0,2.891508782,1,0.259,0,Monocyte 2,MARCO
DNAAF1,0,2.851843002,1,0.264,0,Monocyte 2,DNAAF1
SOD2,0,2.844979601,1,0.267,0,Monocyte 2,SOD2
IL1B,0,2.836947118,1,0.267,0,Monocyte 2,IL1B
EFR3A,0,2.833685928,1,0.273,0,Monocyte 2,EFR3A
CCRL2,0,2.781527949,1,0.268,0,Monocyte 2,CCRL2
ELK31,0,2.780589106,0.885,0.367,0,Monocyte 2,ELK3
C5AR1,0,2.77731293,1,0.264,0,Monocyte 2,C5AR1
IRAK21,0,2.761776202,1,0.267,0,Monocyte 2,IRAK2
SLC11A1,0,2.753478456,1,0.265,0,Monocyte 2,SLC11A1
PTPN13,0,2.746509399,0.992,0.239,0,Monocyte 2,PTPN1
OLR1,0,2.743075469,1,0.268,0,Monocyte 2,OLR1
PTPN12,0,2.73914479,1,0.287,0,Monocyte 2,PTPN12
LIMS1,0,2.733237692,1,0.269,0,Monocyte 2,LIMS1
TLR4,0,2.726241543,1,0.267,0,Monocyte 2,TLR4
PLSCR11,0,2.722429417,1,0.269,0,Monocyte 2,PLSCR1
CRADD,0,2.684147145,1,0.149,0,Monocyte 2,CRADD
GAB2,0,2.683575099,0.999,0.274,0,Monocyte 2,GAB2
HCAR21,0,2.662676054,1,0.266,0,Monocyte 2,HCAR2
AGTRAP,0,2.662210027,1,0.297,0,Monocyte 2,AGTRAP
CARD19,0,2.654473025,1,0.213,0,Monocyte 2,CARD19
GCA,0,2.622449172,1,0.261,0,Monocyte 2,GCA
SLC43A2,0,2.619993738,1,0.268,0,Monocyte 2,SLC43A2
ZNHIT1,0,2.610914927,1,0.437,0,Monocyte 2,ZNHIT1
FADS1,0,2.581604305,0.909,0.347,0,Monocyte 2,FADS1
RAB7B1,0,2.576815931,1,0.251,0,Monocyte 2,RAB7B
SLC39A8,0,2.567054731,1,0.461,0,Monocyte 2,SLC39A8
SRC,0,2.505068678,1,0.27,0,Monocyte 2,SRC
SDCBP1,0,2.496925164,1,0.327,0,Monocyte 2,SDCBP
LRRK2,0,2.479481198,1,0.277,0,Monocyte 2,LRRK2
ZNF577,0,2.455880255,0.931,0.255,0,Monocyte 2,ZNF577
IRAK3,0,2.441538769,1,0.237,0,Monocyte 2,IRAK3
CLEC7A,0,2.440831812,1,0.27,0,Monocyte 2,CLEC7A
RASGRP31,0,2.434338988,0.997,0.254,0,Monocyte 2,RASGRP3
NOCT,0,2.432755575,1,0.164,0,Monocyte 2,NOCT
CDA,0,2.428280909,1,0.287,0,Monocyte 2,CDA
ILK,0,2.427210815,0.958,0.342,0,Monocyte 2,ILK
TGIF21,0,2.418369487,0.991,0.282,0,Monocyte 2,TGIF2
FGD4,0,2.415812308,1,0.269,0,Monocyte 2,FGD4
MARCKS1,0,2.381652569,1,0.269,0,Monocyte 2,MARCKS
MEF2D,0,2.338654577,1,0.296,0,Monocyte 2,MEF2D
TGM2,0,2.3222699,1,0.263,0,Monocyte 2,TGM2
MAFB1,0,2.278230817,1,0.265,0,Monocyte 2,MAFB
RAPGEF21,0,2.176484926,1,0.258,0,Monocyte 2,RAPGEF2
SLAMF7,0,2.170954757,1,0.27,0,Monocyte 2,SLAMF7
FGR,0,2.13442432,1,0.265,0,Monocyte 2,FGR
ZNF7651,0,2.058477778,1,0.272,0,Monocyte 2,ZNF765
TAB2,0,2.047612746,0.986,0.404,0,Monocyte 2,TAB2
NCOR2,0,2.023720843,1,0.174,0,Monocyte 2,NCOR2
CASP1,0,2.020928065,1,0.266,0,Monocyte 2,CASP1
ELL1,0,2.003619402,0.958,0.231,0,Monocyte 2,ELL
TNFSF13B,0,1.996132542,1,0.267,0,Monocyte 2,TNFSF13B
FCER1G,0,1.936939935,1,0.354,0,Monocyte 2,FCER1G
FPR2,0,1.935610338,1,0.25,0,Monocyte 2,FPR2
SLC7A7,0,1.931409464,1,0.27,0,Monocyte 2,SLC7A7
PIK3AP1,0,1.920677211,1,0.317,0,Monocyte 2,PIK3AP1
GPR1321,0,1.914116544,0.991,0.28,0,Monocyte 2,GPR132
CLEC12A,0,1.912888887,1,0.27,0,Monocyte 2,CLEC12A
ZNF2671,0,1.895893128,0.999,0.265,0,Monocyte 2,ZNF267
NELFE,0,1.884102463,1,0.266,0,Monocyte 2,NELFE
ATP6V1B21,0,1.87376425,1,0.272,0,Monocyte 2,ATP6V1B2
CYBB1,0,1.869850291,1,0.265,0,Monocyte 2,CYBB
NFKBIB1,0,1.864236434,0.989,0.336,0,Monocyte 2,NFKBIB
RAB312,0,1.853322717,1,0.27,0,Monocyte 2,RAB31
STX32,0,1.823912825,1,0.274,0,Monocyte 2,STX3
RXRA,0,1.822606971,1,0.148,0,Monocyte 2,RXRA
IGSF61,0,1.812807705,1,0.27,0,Monocyte 2,IGSF6
ADGRE3,0,1.810180841,1,0.219,0,Monocyte 2,ADGRE3
ZYX,0,1.795210922,1,0.31,0,Monocyte 2,ZYX
MED28,0,1.779765301,0.999,0.545,0,Monocyte 2,MED28
NFKBIA1,0,1.752995437,1,0.278,0,Monocyte 2,NFKBIA
CD41,0,1.729622309,1,0.271,0,Monocyte 2,CD4
IL101,0,1.693635799,1,0.267,0,Monocyte 2,IL10
MRPL28,0,1.689981451,1,0.285,0,Monocyte 2,MRPL28
ZSWIM6,0,1.66223774,1,0.269,0,Monocyte 2,ZSWIM6
PHF19,0,1.638350882,1,0.262,0,Monocyte 2,PHF19
TFEC1,0,1.613628162,1,0.267,0,Monocyte 2,TFEC
BEST1,0,1.611545254,1,0.253,0,Monocyte 2,BEST1
LTBR1,0,1.60764306,1,0.279,0,Monocyte 2,LTBR
LILRB3,0,1.589602393,1,0.266,0,Monocyte 2,LILRB3
BCL11A1,0,1.572277219,1,0.381,0,Monocyte 2,BCL11A
SLC24A4,0,1.572072176,1,0.34,0,Monocyte 2,SLC24A4
SIGLEC71,0,1.567798903,1,0.339,0,Monocyte 2,SIGLEC7
BCKDK1,0,1.541318338,1,0.29,0,Monocyte 2,BCKDK
HSBP1,0,1.533946232,1,0.281,0,Monocyte 2,HSBP1
TNFRSF10D1,0,1.528765114,0.995,0.362,0,Monocyte 2,TNFRSF10D
ZNF655,0,1.528736771,0.995,0.399,0,Monocyte 2,ZNF655
TYROBP1,0,1.515592232,1,0.358,0,Monocyte 2,TYROBP
SIRPB1,0,1.509529341,1,0.394,0,Monocyte 2,SIRPB1
AZI21,0,1.495717132,1,0.273,0,Monocyte 2,AZI2
PHB21,0,1.491921194,0.984,0.425,0,Monocyte 2,PHB2
ADGRE2,0,1.459104595,1,0.268,0,Monocyte 2,ADGRE2
PTGIR,0,1.457892849,1,0.314,0,Monocyte 2,PTGIR
